timestamp_ms,ax,ay,az,label
11540,39,78,16406,0
11560,74,73,16427,0
11580,100,66,16445,0
11600,116,55,16459,0
11620,119,43,16469,0
11640,109,28,16473,0
11660,86,13,16472,0
11680,54,-2,16465,0
11700,16,-18,16454,0
11720,-22,-33,16437,0
11740,-60,-47,16418,0
11760,-90,-58,16396,0
11780,-111,-68,16375,0
11800,-119,-75,16353,0
11820,-115,-79,16333,0
11840,3374,-1687,16384,1
11860,-4004,2002,16815,1
11880,4539,-2270,17141,1
11900,-4485,2242,17281,1
11920,3893,-1947,17202,1
11940,-3307,1653,16922,1
11960,3266,-1633,16511,1
11980,-3807,1903,16069,1
12000,4433,-2217,15703,1
12020,-4569,2284,15505,1
12040,4089,-2045,15521,1
12060,-3435,1717,15750,1
12080,3208,-1604,16133,1
12100,-3617,1808,16577,1
12120,4285,-2143,16975,1
12140,-4599,2299,17228,1
12160,0,80,16384,0
12180,39,78,16406,0
12200,74,73,16427,0
12220,100,66,16445,0
12240,116,55,16459,0
12260,119,43,16469,0
12280,109,28,16473,0
12300,86,13,16472,0
12320,54,-2,16465,0
12340,16,-18,16454,0
12360,-22,-33,16437,0
12380,-60,-47,16418,0
12400,-90,-58,16396,0
12420,-111,-68,16375,0
12440,-119,-75,16353,0
12460,-115,-79,16333,0
12480,4004,-2002,16384,1
12500,-4539,2269,16815,1
12520,4485,-2243,17141,1
12540,-3893,1946,17281,1
12560,3307,-1654,17202,1
12580,-3266,1633,16922,1
12600,3807,-1904,16511,1
12620,-4433,2216,16069,1
12640,4569,-2285,15703,1
12660,-4089,2044,15505,1
12680,3435,-1718,15521,1
12700,-3208,1604,15750,1
12720,3617,-1809,16133,1
12740,-4285,2142,16577,1
12760,4599,-2300,16975,1
12780,-4270,2135,17228,1
12800,0,80,16384,0
12820,39,78,16406,0
12840,74,73,16427,0
12860,100,66,16445,0
12880,116,55,16459,0
12900,119,43,16469,0
12920,109,28,16473,0
12940,86,13,16472,0
12960,54,-2,16465,0
12980,16,-18,16454,0
13000,-22,-33,16437,0
13020,-60,-47,16418,0
13040,-90,-58,16396,0
13060,-111,-68,16375,0
13080,-119,-75,16353,0
13100,-115,-79,16333,0
13120,4539,-2270,16384,1
13140,-4485,2242,16815,1
13160,3893,-1947,17141,1
13180,-3307,1653,17281,1
13200,3266,-1633,17202,1
13220,-3807,1903,16922,1
13240,4433,-2217,16511,1
13260,-4569,2284,16069,1
13280,4089,-2045,15703,1
13300,-3435,1717,15505,1
13320,3208,-1604,15521,1
13340,-3617,1808,15750,1
13360,4285,-2143,16133,1
13380,-4599,2299,16577,1
13400,4270,-2135,16975,1
13420,-3600,1800,17228,1
13440,0,80,16384,0
13460,39,78,16406,0
13480,74,73,16427,0
13500,100,66,16445,0
13520,116,55,16459,0
13540,119,43,16469,0
13560,109,28,16473,0
13580,86,13,16472,0
13600,54,-2,16465,0
13620,16,-18,16454,0
13640,-22,-33,16437,0
13660,-60,-47,16418,0
13680,-90,-58,16396,0
13700,-111,-68,16375,0
13720,-119,-75,16353,0
13740,-115,-79,16333,0
13760,4485,-2243,16384,1
13780,-3893,1946,16815,1
13800,3307,-1654,17141,1
13820,-3266,1633,17281,1
13840,3807,-1904,17202,1
13860,-4433,2216,16922,1
13880,4569,-2285,16511,1
13900,-4089,2044,16069,1
13920,3435,-1718,15703,1
13940,-3208,1604,15505,1
13960,3617,-1809,15521,1
13980,-4285,2142,15750,1
14000,4599,-2300,16133,1
14020,-4270,2135,16577,1
14040,3600,-1800,16975,1
14060,-3205,1602,17228,1
14080,0,80,16384,0
14100,39,78,16406,0
14120,74,73,16427,0
14140,100,66,16445,0
14160,116,55,16459,0
14180,119,43,16469,0
14200,109,28,16473,0
14220,86,13,16472,0
14240,54,-2,16465,0
14260,16,-18,16454,0
14280,-22,-33,16437,0
14300,-60,-47,16418,0
14320,-90,-58,16396,0
14340,-111,-68,16375,0
14360,-119,-75,16353,0
14380,-115,-79,16333,0
14400,3893,-1947,16384,1
14420,-3307,1653,16815,1
14440,3266,-1633,17141,1
14460,-3807,1903,17281,1
14480,4433,-2217,17202,1
14500,-4569,2284,16922,1
14520,4089,-2045,16511,1
14540,-3435,1717,16069,1
14560,3208,-1604,15703,1
14580,-3617,1808,15505,1
14600,4285,-2143,15521,1
14620,-4599,2299,15750,1
14640,4270,-2135,16133,1
14660,-3600,1800,16577,1
14680,3205,-1603,16975,1
14700,-3449,1724,17228,1
14720,0,80,16384,0
14740,39,78,16406,0
14760,74,73,16427,0
14780,100,66,16445,0
14800,116,55,16459,0
14820,119,43,16469,0
14840,109,28,16473,0
14860,86,13,16472,0
14880,54,-2,16465,0
14900,16,-18,16454,0
14920,-22,-33,16437,0
14940,-60,-47,16418,0
14960,-90,-58,16396,0
14980,-111,-68,16375,0
15000,-119,-75,16353,0
15020,-115,-79,16333,0
15040,3307,-1654,16384,1
15060,-3266,1633,16815,1
15080,3807,-1904,17141,1
15100,-4433,2216,17281,1
15120,4569,-2285,17202,1
15140,-4089,2044,16922,1
15160,3435,-1718,16511,1
15180,-3208,1604,16069,1
15200,3617,-1809,15703,1
15220,-4285,2142,15505,1
15240,4599,-2300,15521,1
15260,-4270,2135,15750,1
15280,3600,-1800,16133,1
15300,-3205,1602,16577,1
15320,3449,-1725,16975,1
15340,-4107,2053,17228,1
15360,0,80,16384,0
15380,39,78,16406,0
15400,74,73,16427,0
15420,100,66,16445,0
15440,116,55,16459,0
15460,119,43,16469,0
15480,109,28,16473,0
15500,86,13,16472,0
15520,54,-2,16465,0
15540,16,-18,16454,0
15560,-22,-33,16437,0
15580,-60,-47,16418,0
15600,-90,-58,16396,0
15620,-111,-68,16375,0
15640,-119,-75,16353,0
15660,-115,-79,16333,0
15680,3266,-1633,16384,1
15700,-3807,1903,16815,1
15720,4433,-2217,17141,1
15740,-4569,2284,17281,1
15760,4089,-2045,17202,1
15780,-3435,1717,16922,1
15800,3208,-1604,16511,1
15820,-3617,1808,16069,1
15840,4285,-2143,15703,1
15860,-4599,2299,15505,1
15880,4270,-2135,15521,1
15900,-3600,1800,15750,1
15920,3205,-1603,16133,1
15940,-3449,1724,16577,1
15960,4107,-2054,16975,1
15980,-4574,2287,17228,1
16000,0,80,16384,0
16020,39,78,16406,0
16040,74,73,16427,0
16060,100,66,16445,0
16080,116,55,16459,0
16100,119,43,16469,0
16120,109,28,16473,0
16140,86,13,16472,0
16160,54,-2,16465,0
16180,16,-18,16454,0
16200,-22,-33,16437,0
16220,-60,-47,16418,0
16240,-90,-58,16396,0
16260,-111,-68,16375,0
16280,-119,-75,16353,0
16300,-115,-79,16333,0
16320,3807,-1904,16384,1
16340,-4433,2216,16815,1
16360,4569,-2285,17141,1
16380,-4089,2044,17281,1
16400,3435,-1718,17202,1
16420,-3208,1604,16922,1
16440,3617,-1809,16511,1
16460,-4285,2142,16069,1
16480,4599,-2300,15703,1
16500,-4270,2135,15505,1
16520,3600,-1800,15521,1
16540,-3205,1602,15750,1
16560,3449,-1725,16133,1
16580,-4107,2053,16577,1
16600,4574,-2287,16975,1
16620,-4421,2210,17228,1
16640,0,80,16384,0
16660,39,78,16406,0
16680,74,73,16427,0
16700,100,66,16445,0
16720,116,55,16459,0
16740,119,43,16469,0
16760,109,28,16473,0
16780,86,13,16472,0
16800,54,-2,16465,0
16820,16,-18,16454,0
16840,-22,-33,16437,0
16860,-60,-47,16418,0
16880,-90,-58,16396,0
16900,-111,-68,16375,0
16920,-119,-75,16353,0
16940,-115,-79,16333,0
16960,4433,-2217,16384,1
16980,-4569,2284,16815,1
17000,4089,-2045,17141,1
17020,-3435,1717,17281,1
17040,3208,-1604,17202,1
17060,-3617,1808,16922,1
17080,4285,-2143,16511,1
17100,-4599,2299,16069,1
17120,4270,-2135,15703,1
17140,-3600,1800,15505,1
17160,3205,-1603,15521,1
17180,-3449,1724,15750,1
17200,4107,-2054,16133,1
17220,-4574,2287,16577,1
17240,4421,-2211,16975,1
17260,-3788,1894,17228,1
17280,0,80,16384,0
17300,39,78,16406,0
17320,74,73,16427,0
17340,100,66,16445,0
17360,116,55,16459,0
17380,119,43,16469,0
17400,109,28,16473,0
17420,86,13,16472,0
17440,54,-2,16465,0
17460,16,-18,16454,0
17480,-22,-33,16437,0
17500,-60,-47,16418,0
17520,-90,-58,16396,0
17540,-111,-68,16375,0
17560,-119,-75,16353,0
17580,-115,-79,16333,0
17600,4569,-2285,16384,1
17620,-4089,2044,16815,1
17640,3435,-1718,17141,1
17660,-3208,1604,17281,1
17680,3617,-1809,17202,1
17700,-4285,2142,16922,1
17720,4599,-2300,16511,1
17740,-4270,2135,16069,1
17760,3600,-1800,15703,1
17780,-3205,1602,15505,1
17800,3449,-1725,15521,1
17820,-4107,2053,15750,1
17840,4574,-2287,16133,1
17860,-4421,2210,16577,1
17880,3788,-1894,16975,1
17900,-3258,1629,17228,1
17920,0,80,16384,0
17940,39,78,16406,0
17960,74,73,16427,0
17980,100,66,16445,0
18000,116,55,16459,0
18020,119,43,16469,0
18040,109,28,16473,0
18060,86,13,16472,0
18080,54,-2,16465,0
18100,16,-18,16454,0
18120,-22,-33,16437,0
18140,-60,-47,16418,0
18160,-90,-58,16396,0
18180,-111,-68,16375,0
18200,-119,-75,16353,0
18220,-115,-79,16333,0
18240,4089,-2045,16384,1
18260,-3435,1717,16815,1
18280,3208,-1604,17141,1
18300,-3617,1808,17281,1
18320,4285,-2143,17202,1
18340,-4599,2299,16922,1
18360,4270,-2135,16511,1
18380,-3600,1800,16069,1
18400,3205,-1603,15703,1
18420,-3449,1724,15505,1
18440,4107,-2054,15521,1
18460,-4574,2287,15750,1
18480,4421,-2211,16133,1
18500,-3788,1894,16577,1
18520,3258,-1629,16975,1
18540,-3317,1658,17228,1
18560,0,80,16384,0
18580,39,78,16406,0
18600,74,73,16427,0
18620,100,66,16445,0
18640,116,55,16459,0
18660,119,43,16469,0
18680,109,28,16473,0
18700,86,13,16472,0
18720,54,-2,16465,0
18740,16,-18,16454,0
18760,-22,-33,16437,0
18780,-60,-47,16418,0
18800,-90,-58,16396,0
18820,-111,-68,16375,0
18840,-119,-75,16353,0
18860,-115,-79,16333,0
18880,3435,-1718,16384,1
18900,-3208,1604,16815,1
18920,3617,-1809,17141,1
18940,-4285,2142,17281,1
18960,4599,-2300,17202,1
18980,-4270,2135,16922,1
19000,3600,-1800,16511,1
19020,-3205,1602,16069,1
19040,3449,-1725,15703,1
19060,-4107,2053,15505,1
19080,4574,-2287,15521,1
19100,-4421,2210,15750,1
19120,3788,-1894,16133,1
19140,-3258,1629,16577,1
19160,3317,-1659,16975,1
19180,-3912,1956,17228,1
19200,0,80,16384,0
19220,39,78,16406,0
19240,74,73,16427,0
19260,100,66,16445,0
19280,116,55,16459,0
19300,119,43,16469,0
19320,109,28,16473,0
19340,86,13,16472,0
19360,54,-2,16465,0
19380,16,-18,16454,0
19400,-22,-33,16437,0
19420,-60,-47,16418,0
19440,-90,-58,16396,0
19460,-111,-68,16375,0
19480,-119,-75,16353,0
19500,-115,-79,16333,0
19520,3208,-1604,16384,1
19540,-3617,1808,16815,1
19560,4285,-2143,17141,1
19580,-4599,2299,17281,1
19600,4270,-2135,17202,1
19620,-3600,1800,16922,1
19640,3205,-1603,16511,1
19660,-3449,1724,16069,1
19680,4107,-2054,15703,1
19700,-4574,2287,15505,1
19720,4421,-2211,15521,1
19740,-3788,1894,15750,1
19760,3258,-1629,16133,1
19780,-3317,1658,16577,1
19800,3912,-1956,16975,1
19820,-4495,2247,17228,1
19840,0,80,16384,0
19860,39,78,16406,0
19880,74,73,16427,0
19900,100,66,16445,0
19920,116,55,16459,0
19940,119,43,16469,0
19960,109,28,16473,0
19980,86,13,16472,0
20000,54,-2,16465,0
20020,16,-18,16454,0
20040,-22,-33,16437,0
20060,-60,-47,16418,0
20080,-90,-58,16396,0
20100,-111,-68,16375,0
